@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute bass_x numeric
@attribute bass_y numeric
@attribute bass_vel_x numeric
@attribute bass_vel_y numeric
@attribute drone_x numeric
@attribute drone_y numeric
@attribute drone_vel_x numeric
@attribute drone_vel_y numeric
@attribute drums_x numeric
@attribute drums_y numeric
@attribute drums_vel_x numeric
@attribute drums_vel_y numeric
@attribute BassNoteClassifier {0,1,2,3,4,5}
@attribute BassXY numeric
@attribute BassVel numeric
@attribute BassFollow numeric
@attribute DroneNoteClassifier {0,1,2,3,4}
@attribute DroneXY numeric
@attribute DroneVel numeric
@attribute DroneFollow numeric
@attribute KickNoteClassifier {0,1,2,3,4,5}
@attribute SnareNoteClassifier {0,1,2,3,4,5}
@attribute HihatNoteClassifier {0,1,2,3,4,5}
@attribute SnareXY numeric
@attribute SnareVel numeric
@attribute HihatXY numeric
@attribute HihatVel numeric
@attribute DrumPitch numeric

@data
6788,'2018/04/29 15:10:50:544',37,0,0,0,0,0,0,0,0,0.000265,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6789,'2018/04/29 15:10:50:660',37,0,0,0,0,0,0,0,0,0.012608,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6790,'2018/04/29 15:10:50:777',37,0,0,0,0,0,0,0,0,0.065182,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6791,'2018/04/29 15:10:50:893',37,0,0,0,0,0,0,0,0,0.123266,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6792,'2018/04/29 15:10:51:009',37,0,0,0,0,0,0,0,0,0.182167,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6793,'2018/04/29 15:10:51:120',37,0,0,0,0,0,0,0,0,0.235211,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6794,'2018/04/29 15:10:51:235',37,0,0,0,0,0,0,0,0,0.294749,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6795,'2018/04/29 15:10:51:352',37,0,0,0,0,0,0,0,0,0.34892,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6796,'2018/04/29 15:10:51:456',37,0,0,0,0,0,0,0,0,0.359027,0.024719,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6797,'2018/04/29 15:10:51:559',37,0,0,0,0,0,0,0,0,0.359915,0.073377,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6798,'2018/04/29 15:10:51:675',37,0,0,0,0,0,0,0,0,0.359995,0.133161,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6799,'2018/04/29 15:10:51:791',37,0,0,0,0,0,0,0,0,0.36,0.188827,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6800,'2018/04/29 15:10:51:907',37,0,0,0,0,0,0,0,0,0.375926,0.199346,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6801,'2018/04/29 15:10:52:026',37,0,0,0,0,0,0,0,0,0.431225,0.199962,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6802,'2018/04/29 15:10:52:142',37,0,0,0,0,0,0,0,0,0.487616,0.199998,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6803,'2018/04/29 15:10:52:244',37,0,0,0,0,0,0,0,0,0.508035,0.184074,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6804,'2018/04/29 15:10:52:360',37,0,0,0,0,0,0,0,0,0.509885,0.132401,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6805,'2018/04/29 15:10:52:477',37,0,0,0,0,0,0,0,0,0.509993,0.075111,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6806,'2018/04/29 15:10:52:577',37,0,0,0,0,0,0,0,0,0.509999,0.025126,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6807,'2018/04/29 15:10:52:693',37,0,0,0,0,0,0,0,0,0.51,-0.033248,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6808,'2018/04/29 15:10:52:802',37,0,0,0,0,0,0,0,0,0.493086,-0.057651,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6809,'2018/04/29 15:10:52:919',37,0,0,0,0,0,0,0,0,0.435151,-0.059863,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6810,'2018/04/29 15:10:53:025',37,0,0,0,0,0,0,0,0,0.42133,-0.059988,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6811,'2018/04/29 15:10:53:141',37,0,0,0,0,0,0,0,0,0.420078,-0.059999,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6812,'2018/04/29 15:10:53:258',37,0,0,0,0,0,0,0,0,0.420004,-0.06,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6813,'2018/04/29 15:10:53:358',37,0,0,0,0,0,0,0,0,0.456201,-0.06,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6814,'2018/04/29 15:10:53:459',37,0,0,0,0,0,0,0,0,0.468788,-0.06,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6815,'2018/04/29 15:10:53:575',37,0,0,0,0,0,0,0,0,0.469929,-0.043086,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6816,'2018/04/29 15:10:53:689',37,0,0,0,0,0,0,0,0,0.469994,0.011265,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6817,'2018/04/29 15:10:53:804',37,0,0,0,0,0,0,0,0,0.469999,0.071391,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6818,'2018/04/29 15:10:53:923',37,0,0,0,0,0,0,0,0,0.47,0.112111,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6819,'2018/04/29 15:10:54:038',37,0,0,0,0,0,0,0,0,0.442922,0.119538,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6820,'2018/04/29 15:10:54:142',37,0,0,0,0,0,0,0,0,0.398267,0.119959,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6821,'2018/04/29 15:10:54:248',37,0,0,0,0,0,0,0,0,0.390726,0.119996,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6822,'2018/04/29 15:10:54:363',37,0,0,0,0,0,0,0,0,0.398931,0.12,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6823,'2018/04/29 15:10:54:480',37,0,0,0,0,0,0,0,0,0.447775,0.12,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6824,'2018/04/29 15:10:54:590',37,0,0,0,0,0,0,0,0,0.482135,0.12,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6825,'2018/04/29 15:10:54:696',37,0,0,0,0,0,0,0,0,0.48954,0.0838,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6826,'2018/04/29 15:10:54:812',37,0,0,0,0,0,0,0,0,0.489973,0.030007,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6827,'2018/04/29 15:10:54:929',37,0,0,0,0,0,0,0,0,0.466048,0.020586,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6828,'2018/04/29 15:10:55:034',37,0,0,0,0,0,0,0,0,0.434262,0.020051,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6829,'2018/04/29 15:10:55:150',37,0,0,0,0,0,0,0,0,0.430249,0.020003,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6830,'2018/04/29 15:10:55:266',37,0,0,0,0,0,0,0,0,0.430014,0.028889,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6831,'2018/04/29 15:10:55:366',37,0,0,0,0,0,0,0,0,0.430001,0.072097,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6832,'2018/04/29 15:10:55:482',37,0,0,0,0,0,0,0,0,0.43,0.122112,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6833,'2018/04/29 15:10:55:584',37,0,0,0,0,0,0,0,0,0.43,0.113382,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6834,'2018/04/29 15:10:55:700',37,0,0,0,0,0,0,0,0,0.43,0.062361,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6835,'2018/04/29 15:10:55:816',37,0,0,0,0,0,0,0,0,0.426667,0.005108,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6836,'2018/04/29 15:10:55:932',37,0,0,0,0,0,0,0,0,0.377244,-0.009116,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6837,'2018/04/29 15:10:56:032',37,0,0,0,0,0,0,0,0,0.327783,-0.009922,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6838,'2018/04/29 15:10:56:148',37,0,0,0,0,0,0,0,0,0.268553,-0.009995,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6839,'2018/04/29 15:10:56:263',37,0,0,0,0,0,0,0,0,0.209037,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6840,'2018/04/29 15:10:56:364',37,0,0,0,0,0,0,0,0,0.159038,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6841,'2018/04/29 15:10:56:465',37,0,0,0,0,0,0,0,0,0.109038,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6842,'2018/04/29 15:10:56:581',37,0,0,0,0,0,0,0,0,0.052692,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6843,'2018/04/29 15:10:56:687',37,0,0,0,0,0,0,0,0,0.031992,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6844,'2018/04/29 15:10:56:802',37,0,0,0,0,0,0,0,0,0.030117,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6845,'2018/04/29 15:10:56:903',37,0,0,0,0,0,0,0,0,0.03001,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6846,'2018/04/29 15:10:57:019',37,0,0,0,0,0,0,0,0,0.030001,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6847,'2018/04/29 15:10:57:135',37,0,0,0,0,0,0,0,0,0.04037,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6848,'2018/04/29 15:10:57:258',37,0,0,0,0,0,0,0,0,0.092582,-0.01,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6849,'2018/04/29 15:10:57:373',37,0,0,0,0,0,0,0,0,0.153114,-0.001111,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6850,'2018/04/29 15:10:57:490',37,0,0,0,0,0,0,0,0,0.169012,0.052496,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6851,'2018/04/29 15:10:57:594',37,0,0,0,0,0,0,0,0,0.169913,0.102194,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6852,'2018/04/29 15:10:57:710',37,0,0,0,0,0,0,0,0,0.169995,0.153215,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6853,'2018/04/29 15:10:57:812',37,0,0,0,0,0,0,0,0,0.186913,0.159404,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6854,'2018/04/29 15:10:57:928',37,0,0,0,0,0,0,0,0,0.225796,0.144039,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6855,'2018/04/29 15:10:58:054',37,0,0,0,0,0,0,0,0,0.229754,0.088773,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6856,'2018/04/29 15:10:58:170',37,0,0,0,0,0,0,0,0,0.229986,0.027953,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6857,'2018/04/29 15:10:58:286',37,0,0,0,0,0,0,0,0,0.233332,-0.014254,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6858,'2018/04/29 15:10:58:386',37,0,0,0,0,0,0,0,0,0.272487,-0.019496,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6859,'2018/04/29 15:10:58:502',37,0,0,0,0,0,0,0,0,0.315098,0.00398,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6860,'2018/04/29 15:10:58:606',37,0,0,0,0,0,0,0,0,0.31957,0.051227,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6861,'2018/04/29 15:10:58:722',37,0,0,0,0,0,0,0,0,0.319975,0.107616,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6862,'2018/04/29 15:10:58:838',37,0,0,0,0,0,0,0,0,0.319999,0.146495,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6863,'2018/04/29 15:10:58:954',37,0,0,0,0,0,0,0,0,0.32,0.149795,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6864,'2018/04/29 15:10:59:070',37,0,0,0,0,0,0,0,0,0.32,0.158877,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6865,'2018/04/29 15:10:59:175',37,0,0,0,0,0,0,0,0,0.32,0.202755,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6866,'2018/04/29 15:10:59:291',37,0,0,0,0,0,0,0,0,0.311111,0.218991,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6867,'2018/04/29 15:10:59:392',37,0,0,0,0,0,0,0,0,0.267244,0.219911,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6868,'2018/04/29 15:10:59:508',37,0,0,0,0,0,0,0,0,0.208522,0.219995,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6869,'2018/04/29 15:10:59:623',37,0,0,0,0,0,0,0,0,0.149036,0.22,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6870,'2018/04/29 15:10:59:733',37,0,0,0,0,0,0,0,0,0.09805,0.22,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6871,'2018/04/29 15:10:59:849',37,0,0,0,0,0,0,0,0,0.037911,0.22,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6872,'2018/04/29 15:10:59:979',37,0,0,0,0,0,0,0,0,-0.021439,0.22,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6873,'2018/04/29 15:11:00:095',37,0,0,0,0,0,0,0,0,-0.048328,0.245597,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6874,'2018/04/29 15:11:00:196',37,0,0,0,0,0,0,0,0,-0.049853,0.294936,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6875,'2018/04/29 15:11:00:310',37,0,0,0,0,0,0,0,0,-0.049987,0.34673,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6876,'2018/04/29 15:11:00:426',37,0,0,0,0,0,0,0,0,-0.049999,0.411125,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6877,'2018/04/29 15:11:00:528',37,0,0,0,0,0,0,0,0,-0.05,0.461416,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6878,'2018/04/29 15:11:00:634',37,0,0,0,0,0,0,0,0,-0.046667,0.495515,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6879,'2018/04/29 15:11:00:750',37,0,0,0,0,0,0,0,0,0.002756,0.499737,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6880,'2018/04/29 15:11:00:852',37,0,0,0,0,0,0,0,0,0.053205,0.499977,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6881,'2018/04/29 15:11:00:956',37,0,0,0,0,0,0,0,0,0.102257,0.499998,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6882,'2018/04/29 15:11:01:072',37,0,0,0,0,0,0,0,0,0.154206,0.496666,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6883,'2018/04/29 15:11:01:176',37,0,0,0,0,0,0,0,0,0.159491,0.454385,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6884,'2018/04/29 15:11:01:285',37,0,0,0,0,0,0,0,0,0.159955,0.405062,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6885,'2018/04/29 15:11:01:386',37,0,0,0,0,0,0,0,0,0.159996,0.373517,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6886,'2018/04/29 15:11:01:502',37,0,0,0,0,0,0,0,0,0.16,0.349589,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6887,'2018/04/29 15:11:01:606',37,0,0,0,0,0,0,0,0,0.16,0.340842,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6888,'2018/04/29 15:11:01:722',37,0,0,0,0,0,0,0,0,0.16,0.307415,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6889,'2018/04/29 15:11:01:829',37,0,0,0,0,0,0,0,0,0.16,0.291529,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6890,'2018/04/29 15:11:01:944',37,0,0,0,0,0,0,0,0,0.127366,0.290089,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6891,'2018/04/29 15:11:02:046',37,0,0,0,0,0,0,0,0,0.078891,0.290008,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6892,'2018/04/29 15:11:02:152',37,0,0,0,0,0,0,0,0,0.052536,0.29889,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6893,'2018/04/29 15:11:02:268',37,0,0,0,0,0,0,0,0,0.050148,0.351837,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6894,'2018/04/29 15:11:02:369',37,0,0,0,0,0,0,0,0,0.050013,0.392589,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6895,'2018/04/29 15:11:02:485',37,0,0,0,0,0,0,0,0,0.073951,0.399566,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6896,'2018/04/29 15:11:02:602',37,0,0,0,0,0,0,0,0,0.121928,0.399974,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6897,'2018/04/29 15:11:02:716',37,0,0,0,0,0,0,0,0,0.139898,0.399998,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6898,'2018/04/29 15:11:02:836',37,0,0,0,0,0,0,0,0,0.149409,0.4,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6899,'2018/04/29 15:11:02:952',37,0,0,0,0,0,0,0,0,0.149965,0.4,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6900,'2018/04/29 15:11:03:068',37,0,0,0,0,0,0,0,0,0.149998,0.391111,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6901,'2018/04/29 15:11:03:178',37,0,0,0,0,0,0,0,0,0.15,0.347903,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6902,'2018/04/29 15:11:03:294',37,0,0,0,0,0,0,0,0,0.15,0.290248,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6903,'2018/04/29 15:11:03:396',37,0,0,0,0,0,0,0,0,0.15,0.281349,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6904,'2018/04/29 15:11:03:512',37,0,0,0,0,0,0,0,0,0.15,0.280079,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6905,'2018/04/29 15:11:03:636',37,0,0,0,0,0,0,0,0,0.15,0.280005,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6906,'2018/04/29 15:11:03:752',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6907,'2018/04/29 15:11:03:853',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6908,'2018/04/29 15:11:03:969',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6909,'2018/04/29 15:11:04:084',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6910,'2018/04/29 15:11:04:184',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6911,'2018/04/29 15:11:04:300',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6912,'2018/04/29 15:11:04:417',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6913,'2018/04/29 15:11:04:532',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6914,'2018/04/29 15:11:04:648',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6915,'2018/04/29 15:11:04:764',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6916,'2018/04/29 15:11:04:880',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6917,'2018/04/29 15:11:04:996',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6918,'2018/04/29 15:11:05:112',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6919,'2018/04/29 15:11:05:228',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6920,'2018/04/29 15:11:05:344',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6921,'2018/04/29 15:11:05:460',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6922,'2018/04/29 15:11:05:576',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6923,'2018/04/29 15:11:05:692',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6924,'2018/04/29 15:11:05:808',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6925,'2018/04/29 15:11:05:923',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6926,'2018/04/29 15:11:06:039',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6927,'2018/04/29 15:11:06:154',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6928,'2018/04/29 15:11:06:255',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6929,'2018/04/29 15:11:06:370',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
6930,'2018/04/29 15:11:06:486',37,0,0,0,0,0,0,0,0,0.15,0.28,0,0,?,?,?,?,?,?,?,?,?,?,3,?,?,?,?,?
7201,'2018/04/29 15:12:08:757',40,0,0,0,0,0,0,0,0,0,0.333333,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7202,'2018/04/29 15:12:09:151',40,0,0,0,0,0,0,0,0,0,0.555556,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7203,'2018/04/29 15:12:09:245',40,0,0,0,0,0,0,0,0,0,0.941472,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7204,'2018/04/29 15:12:09:361',40,0,0,0,0,0,0,0,0,0,0.996575,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7205,'2018/04/29 15:12:09:477',40,0,0,0,0,0,0,0,0,0,0.982886,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7206,'2018/04/29 15:12:09:593',40,0,0,0,0,0,0,0,0,0,0.927608,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7207,'2018/04/29 15:12:09:709',40,0,0,0,0,0,0,0,0,0,0.868543,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7208,'2018/04/29 15:12:09:825',40,0,0,0,0,0,0,0,0,0,0.809037,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7209,'2018/04/29 15:12:09:942',40,0,0,0,0,0,0,0,0,0,0.754914,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7210,'2018/04/29 15:12:10:051',40,0,0,0,0,0,0,0,0,0,0.699554,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7211,'2018/04/29 15:12:10:166',40,0,0,0,0,0,0,0,0,0,0.639096,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7212,'2018/04/29 15:12:10:283',40,0,0,0,0,0,0,0,0,0,0.588251,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7213,'2018/04/29 15:12:10:384',40,0,0,0,0,0,0,0,0,0,0.580725,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7214,'2018/04/29 15:12:10:484',40,0,0,0,0,0,0,0,0,0.0293,0.580064,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7215,'2018/04/29 15:12:10:599',40,0,0,0,0,0,0,0,0,0.084989,0.580004,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7216,'2018/04/29 15:12:10:706',40,0,0,0,0,0,0,0,0,0.140438,0.580001,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7217,'2018/04/29 15:12:10:822',40,0,0,0,0,0,0,0,0,0.197278,0.58,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7218,'2018/04/29 15:12:10:938',40,0,0,0,0,0,0,0,0,0.227792,0.58,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7219,'2018/04/29 15:12:11:045',40,0,0,0,0,0,0,0,0,0.229806,0.58,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
7220,'2018/04/29 15:12:11:161',40,0,0,0,0,0,0,0,0,0.229989,0.576667,0,0,?,?,?,?,?,?,?,?,?,?,4,?,?,?,?,?
